LOCATION_GROUP,LOCATION_TYPE,LOCATION_CODE,LOCATION,LONGITUDE,LATITUDE
Yesil Alan,Park,031-Sariyer Haciosman Ataturk Kent Ormani,SARIYER,29.03309,41.134178
Yesil Alan,Park,031-Topkapi Trafik Egitim Parki,ZEYTİNBURNU,28.922887,41.021059
Yesil Alan,Park,031-Umraniye Millet Bahcesi,ÜMRANİYE,29.118248,41.040737
Yesil Alan,Park,031-Uskudar Cengelkoy Havuzbasi Parki,ÜSKÜDAR,29.05374,41.046596
Yesil Alan,ParkBahceler,032-Yildiz Korusu Park ve Bahceler,BEŞİKTAŞ,29.015585,41.046605
Yesil Alan,ParkBahceler,032-Eminonu Park ve Bahceler,FATİH,28.98077,41.014188
Yesil Alan,ParkBahceler,032-Kagithane Park ve Bahceler,KAĞITHANE,28.955561,41.065596
Yesil Alan,ParkBahceler,032-Safa Tepesi Park ve Bahceler,SANCAKTEPE,29.254707,41.012189
Yesil Alan,ParkBahceler,032-Cirpici Park ve Bahceler,ZEYTİNBURNU,28.887425,41.001016
Diger,AnadoluMeydan,018-Kartal Meydan,KARTAL,29.189346,40.88982
Diger,AnadoluMeydan,018-Pendik Marmara Hastane Onu,PENDİK,29.261779,40.886947
Diger,AnadoluMeydan,018-Sultanbeyli Meydan,SULTANBEYLİ,29.266654,40.96714
Diger,AnadoluMeydan,018-Cekmekoy Meydan,ÇEKMEKÖY,29.190271,41.014079
Diger,AnadoluMeydan,018-Uskudar Meydan,ÜSKÜDAR,29.014881,41.027275
Diger,AvrupaMeydan,018-Florya Sahil,BAKIRKÖY,28.80068,40.963136
Diger,AvrupaMeydan,018-Taksim Meydan,BEYOĞLU,28.985666,41.037058
Diger,AvrupaMeydan,018-Edirnekapi Sehitlik,EYÜPSULTAN,28.92817,41.033684
Diger,AvrupaMeydan,018-Aksaray Meydan,FATİH,28.949292,41.011242
Diger,AvrupaMeydan,018-Gaziosmanpasa Meydan,GAZİOSMANPAŞA,28.913608,41.058146
Diger,AvrupaMeydan,018-Kucukcekmece Etkinlik Alani,KÜÇÜKÇEKMECE,28.793358,41.008056
Diger,AvrupaMeydan,018-Kucukcekmece Meydan,KÜÇÜKÇEKMECE,28.77166,40.990604
Diger,AvrupaMeydan,018-Mecidiyekoy Meydan,ŞİŞLİ,28.992465,41.064094
Diger,Arge,066-Deneyap Ali Emiri Kultur Merkezi,FATİH,28.939853,41.019603
Diger,Arge,066-Deneyap Erdem Beyazit Kultur Merkezi,GÜNGÖREN,28.877215,41.028642
Diger,Arge,066-Deneyap Idris Gulluce Kultur Merkezi,TUZLA,29.302613,40.849826
Diger,Cadde,017-Sirinevler Mahmutbey Caddesi,BAHÇELİEVLER,28.842888,40.994098
Diger,Cadde,017-Levent Akasyali Sokak,BEŞİKTAŞ,29.009866,41.087364
Diger,Cadde,017-Zeytinburnu 29.Sokak,ZEYTİNBURNU,28.896656,40.985878
Diger,Garaj,IETT Garaj-Edirnekapi-Cam,FATİH,28.554263,41.014308
Diger,Garaj,IETT Garaj-Hasanpasa-In,KADIKÖY,29.023146,40.594177
Diger,Garaj,IETT Garaj-Hasanpasa-Out,KADIKÖY,29.023146,40.594177
Diger,Garaj,IETT Garaj-Kagithane-Out,KAĞITHANE,28.573054,41.03566
Diger,Garaj,IETT Garaj-Ikitelli-Out,KÜÇÜKÇEKMECE,28.472931,41.0331
Diger,Kamp,029-Marmaracik Yaz Kampi,SARIYER,29.090822,41.243239
Diger,Otel,023-Florya Gunes Otel,BAKIRKÖY,28.788649,40.971917
Diger,Peron,IETT Peron-Yenibosna-Out,BAHÇELİEVLER,28.501286,40.595614
Diger,Peron,IETT Peron-Kayabasi,BAŞAKŞEHİR,28.445424,41.064146
Diger,Peron,IETT Peron-Levent,BEŞİKTAŞ,29.003277,41.052214
Diger,Peron,IETT Peron-Eminonu-Mesh,FATİH,28.581074,41.010892
Diger,Peron,IETT Peron-Pendik,PENDİK,29.143841,40.522655
Diger,Peron,IETT Peron-Yenidogan_Out,SANCAKTEPE,29.151563,41.001865
Diger,Peron,IETT Peron-Sultanbeyli,SULTANBEYLİ,29.175156,40.561725
Diger,Peron,IETT Peron-Uskudar,ÜSKÜDAR,29.074823,41.012278
Diger,Peron,IETT Peron-Mecidiyekoy-Out,ŞİŞLİ,28.59289,41.035982
Diger,Universite,063-Istanbul Universitesi Avcilar Kampusu,AVCILAR,28.727285,40.98714
Diger,Universite,063-Istanbul Universitesi Saglik Bilimleri,BAKIRKÖY,28.863824,40.986566
Diger,Universite,063-Medipol Universitesi,BEYKOZ,29.093024,41.09064



















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































Hizmet Binasi,Bina,001-Buyukada Destek Hizmetleri Mudurlugu,ADALAR,29.128779,40.874148
Hizmet Binasi,Bina,ISKI-Arnavutkoy,ARNAVUTKÖY,28.728392,41.200606
Hizmet Binasi,Bina,061-Arnavutkoy Yol Bakim,ARNAVUTKÖY,28.760621,41.171197
Hizmet Binasi,Bina,001-Atasehir Kayisdagi Darulaceze,ATAŞEHİR,29.148301,40.978116
Hizmet Binasi,Bina,ISKI-Avcilar,AVCILAR,28.730355,40.979373
Hizmet Binasi,Bina,001-Bahcelievler Cevre Koruma,BAHÇELİEVLER,28.826538,40.997714
Hizmet Binasi,Bina,ISKI-Bahcelievler,BAHÇELİEVLER,28.864447,41.012313
Hizmet Binasi,Bina,001-Bahcelievler Istihdam Ofisi,BAHÇELİEVLER,28.843902,41.007323
Hizmet Binasi,Bina,ISADEM-Bahcelievler,BAHÇELİEVLER,28.829498,41.01411
Hizmet Binasi,Bina,ISKI-Bakirkoy,BAKIRKÖY,28.871312,40.980678
Hizmet Binasi,Bina,001-Bakirkoy Toplu Ulasim Hizmetleri Mudurlugu,BAKIRKÖY,28.884941,40.999315
Hizmet Binasi,Bina,001-Florya Baskanlik Yerleskesi,BAKIRKÖY,28.78744,40.975036
Hizmet Binasi,Bina,001-IBB Bakirkoy Ek Hizmet Binasi,BAKIRKÖY,28.884828,40.999602
Hizmet Binasi,Bina,001-IBB Bakirkoy Ek Hizmet Garaj Amirligi,BAKIRKÖY,28.884938,40.999685
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 1.Konut,BAKIRKÖY,28.786616,40.975927
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 10.Konut,BAKIRKÖY,28.785459,40.975204
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 11.Konut,BAKIRKÖY,28.785459,40.975204
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 2.Konut,BAKIRKÖY,28.786355,40.975974
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 3.Konut,BAKIRKÖY,28.786343,40.975916
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 4.Konut,BAKIRKÖY,28.785872,40.975523
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 5.Konut,BAKIRKÖY,28.786378,40.975548
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 6.Konut,BAKIRKÖY,28.786329,40.975294
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 8.Konut,BAKIRKÖY,28.785872,40.975523
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 9.Konut,BAKIRKÖY,28.786329,40.975294
Hizmet Binasi,Bina,ISADEM-Bakirkoy,BAKIRKÖY,28.87776,40.982753
Hizmet Binasi,Bina,001-Bayrampasa Aydinlatma Mudurlugu,BAYRAMPAŞA,28.889769,41.05908
Hizmet Binasi,Bina,ISADEM-Bayrampasa ,BAYRAMPAŞA,28.909746,41.040004
Hizmet Binasi,Bina,ISKI-Bayrampasa,BAYRAMPAŞA,28.884781,41.074047
Hizmet Binasi,Bina,001-Bayrampasa Istihdam Ofisi,BAYRAMPAŞA,28.903163,41.045655
Hizmet Binasi,Bina,059-Bayrampasa Mezarliklar,BAYRAMPAŞA,28.892295,41.037809
Hizmet Binasi,Bina,ISKI-Bagcilar,BAĞCILAR,28.841352,41.038468
Hizmet Binasi,Bina,001-Bagcilar Istihdam Ofisi,BAĞCILAR,28.869792,41.033293
Hizmet Binasi,Bina,001-Basaksehir Data Center,BAŞAKŞEHİR,28.801311,41.107
Hizmet Binasi,Bina,ISADEM-Basaksehir,BAŞAKŞEHİR,28.753078,41.069591
Hizmet Binasi,Bina,ISKI-Basaksehir,BAŞAKŞEHİR,28.748396,41.072453
Hizmet Binasi,Bina,METRO-M3 Olimpiyat,BAŞAKŞEHİR,28.75968,41.082419
Hizmet Binasi,Bina,001-Basaksehir Ozgem,BAŞAKŞEHİR,28.770304,41.106547
Hizmet Binasi,Bina,001-Basaksehir Resneli Vektorlerle Mucadele Birimi,BAŞAKŞEHİR,28.739847,41.087124
Hizmet Binasi,Bina,001-IBB Ikitelli Insan Kaynaklari Arsiv Depo,BAŞAKŞEHİR,28.800748,41.074075
Hizmet Binasi,Bina,001-Ikitelli IBB Arsivi,BAŞAKŞEHİR,28.800748,41.074075
Hizmet Binasi,Bina,ISKI-Ikitelli_Aritma,BAŞAKŞEHİR,28.764997,41.088544
Hizmet Binasi,Bina,ISKI-Beykoz,BEYKOZ,29.088938,41.108121
Hizmet Binasi,Bina,ISKI-Beylikduzu,BEYLİKDÜZÜ,28.638586,41.018473
Hizmet Binasi,Bina,061-Beylikduzu Yol Bakim,BEYLİKDÜZÜ,28.62075,41.035093
Hizmet Binasi,Bina,061-Beylikduzu 6.Bolge Yol Bakim,BEYLİKDÜZÜ,28.620911,41.036651
Hizmet Binasi,Bina,001-IBB Kasimpasa Ek Hizmet Binasi,BEYOĞLU,28.971601,41.039638
Hizmet Binasi,Bina,IETT GM-Beyoglu,BEYOĞLU,28.582721,41.014183
Hizmet Binasi,Bina,IETT GM-Gumussuyu-In,BEYOĞLU,28.592987,41.022014
Hizmet Binasi,Bina,IETT GM-Karakoy,BEYOĞLU,28.582663,41.012263
Hizmet Binasi,Bina,ISKI-Beyoglu,BEYOĞLU,28.976831,41.051604
Hizmet Binasi,Bina,001-Beyoglu IBB Zemin Istanbul,BEYOĞLU,28.97494,41.028665
Hizmet Binasi,Bina,001-Beyoglu Ornektepe Genclik Merkezi,BEYOĞLU,28.951475,41.058333
Hizmet Binasi,Bina,001-Beyoglu Sutluce Iletisim Koordinasyon,BEYOĞLU,28.948581,41.057966
Hizmet Binasi,Bina,001-Taksim Beyaz Masa,BEYOĞLU,28.985969,41.036929
Hizmet Binasi,Bina,068-Beyoglu Ornektepe Mahalle Evi,BEYOĞLU,28.951461,41.058287
Hizmet Binasi,Bina,ISKI-Besiktas,BEŞİKTAŞ,29.028619,41.111566
Hizmet Binasi,Bina,001-Besiktas Kadin Koordinasyon Merkezi,BEŞİKTAŞ,29.007671,41.059831
Hizmet Binasi,Bina,001-Besiktas Kent Gonulluleri,BEŞİKTAŞ,29.00736,41.041218
Hizmet Binasi,Bina,001-Buyukcekmece Istihdam Ofisi,BÜYÜKÇEKMECE,28.587816,41.023107
Hizmet Binasi,Bina,ISKI-Esenler,ESENLER,28.878959,41.043027
Hizmet Binasi,Bina,METRO-M1B Ucyuzlu,ESENLER,28.871439,41.037033
Hizmet Binasi,Bina,ISBAK-Menderes ESM Ofis,ESENLER,28.878733,41.042755
Hizmet Binasi,Bina,ISKI-Esenyurt,ESENYURT,28.685638,41.024699
Hizmet Binasi,Bina,METRO-M4 Esenkent,ESENYURT,29.16611,40.920918
Hizmet Binasi,Bina,001-IBB Esenyurt Evsizler Birimi,ESENYURT,28.631191,41.03404
Hizmet Binasi,Bina,001-Alibeykoy Lojistik Destek,EYÜPSULTAN,28.922776,41.092558
Hizmet Binasi,Bina,001-Edirnekapi Atik Yonetim,EYÜPSULTAN,28.929429,41.030132
Hizmet Binasi,Bina,001-Edirnekapi Evde Saglik,EYÜPSULTAN,28.927841,41.029811
Hizmet Binasi,Bina,001-Edirnekapi Sosyal Yardim,EYÜPSULTAN,28.930938,41.02949
Hizmet Binasi,Bina,IGDAS,EYÜPSULTAN,28.944687,41.070979
Hizmet Binasi,Bina,ISKI-Edirnekapi,EYÜPSULTAN,28.936568,41.031277
Hizmet Binasi,Bina,METRO-M7 Alibeykoy,EYÜPSULTAN,28.955268,41.084102
Hizmet Binasi,Bina,059-Edirnekapi Mezarliklar,EYÜPSULTAN,28.929976,41.02716
Hizmet Binasi,Bina,060-Alibeykoy Trafik Santiyesi,EYÜPSULTAN,28.931899,41.089498
Hizmet Binasi,Bina,061-Edirnekapi Yol Bakim,EYÜPSULTAN,28.931995,41.028811
Hizmet Binasi,Bina,001-Alibeykoy Gasilhane,EYÜPSULTAN,28.945617,41.074798
Hizmet Binasi,Bina,001-Eyupsultan Cevre Koruma,EYÜPSULTAN,28.946104,41.057928
Hizmet Binasi,Bina,001-Eyupsultan Deniz Hizmetleri,EYÜPSULTAN,28.945561,41.058543
Hizmet Binasi,Bina,ISADEM-Eyupsultan,EYÜPSULTAN,28.929196,41.049926
Hizmet Binasi,Bina,ISKI-Eyupsultan,EYÜPSULTAN,28.928305,41.037643
Hizmet Binasi,Bina,001-Aksaray BeyazMasa,FATİH,28.949188,41.011659
Hizmet Binasi,Bina,001-Cemberlitas UCLG-MEWA,FATİH,28.978365,41.008506
Hizmet Binasi,Bina,001-Sultanahmet Baskanlik Konutu,FATİH,28.977749,41.003933
Hizmet Binasi,Bina,001-Yenikapi Deniz Isletmesi,FATİH,28.953072,41.000195
Hizmet Binasi,Bina,METRO-M2 Yenikapi,FATİH,28.951448,41.005764
Hizmet Binasi,Bina,METRO-T1 Pazartekke,FATİH,28.92923,41.016912
Hizmet Binasi,Bina,001-Fatih Deprem Zemin Mudurlugu,FATİH,28.955217,41.011547
Hizmet Binasi,Bina,001-Fatih KUDEB,FATİH,28.960644,41.014821
Hizmet Binasi,Bina,001-Fatih Sehzadebasi Tip Merkezi,FATİH,28.956482,41.016269
Hizmet Binasi,Bina,001-IBB Sarachane Basin,FATİH,28.955328,41.013451
Hizmet Binasi,Bina,001-Istanbul Kent Konseyi,FATİH,28.956854,41.013148
Hizmet Binasi,Bina,067-Bezmialem Hastanesi,FATİH,28.933733,41.019716
Hizmet Binasi,Bina,068-Fatih Sulukule Mahalle Evi,FATİH,28.939875,41.019996
Hizmet Binasi,Bina,ISKI-Gaziosmanpasa,GAZİOSMANPAŞA,28.917074,41.057631
Hizmet Binasi,Bina,061-Gaziosmanpasa Yol Bakim,GAZİOSMANPAŞA,28.918359,41.091974
Hizmet Binasi,Bina,ISADEM-Gaziosmanpasa,GAZİOSMANPAŞA,28.90342,41.072763
Hizmet Binasi,Bina,ISKI-Gungoren,GÜNGÖREN,28.89214,41.01649
Hizmet Binasi,Bina,001-Gungoren Tozkoparan Tip Merkezi,GÜNGÖREN,28.892469,41.014928
Hizmet Binasi,Bina,001-Anadolu Yakasi Park ve Bahceler Mudurlugu,KADIKÖY,29.057882,40.970888
Hizmet Binasi,Bina,ISKI-Kadikoy,KADIKÖY,29.021163,40.986759
Hizmet Binasi,Bina,001-Kadikoy Vektorler Ile Mucadele Birimi,KADIKÖY,29.109254,40.958388
Hizmet Binasi,Bina,001-IBB Kartal Lojistik Depolari,KARTAL,29.189548,40.907964
Hizmet Binasi,Bina,001-Kartal Evde Saglik Hizmetleri,KARTAL,29.188714,40.916355
Hizmet Binasi,Bina,001-Kartal Makine Ikmal,KARTAL,29.186784,40.913538
Hizmet Binasi,Bina,ISKI-Kartal,KARTAL,29.194198,40.912743
Hizmet Binasi,Bina,001-Kartal Belediyesi Yasli Bakim ve Huzurevi,KARTAL,29.240697,40.90681
Hizmet Binasi,Bina,001-Kartal Soganlik Isg Mudurlugu,KARTAL,29.210479,40.918079
Hizmet Binasi,Bina,061-Kartal Omerli Yol Bakim,KARTAL,29.338858,41.077425
Hizmet Binasi,Bina,001-AKOM,KAĞITHANE,28.962646,41.086932
Hizmet Binasi,Bina,ISKI-Icdenetim,KAĞITHANE,28.964936,41.087737
Hizmet Binasi,Bina,ISKI-Kagithane,KAĞITHANE,28.982117,41.085679
Hizmet Binasi,Bina,ISKI-Lojman,KAĞITHANE,29.044416,41.083485
Hizmet Binasi,Bina,METRO-M2 Seyrantepe,KAĞITHANE,28.994205,41.101197
Hizmet Binasi,Bina,001-Silivrikapi Acil Yardim Ve Cankurtarma Mudurlugu,KAĞITHANE,28.922037,41.004253
Hizmet Binasi,Bina,ISBAK-Kucukcekmece Santiyesi,KÜÇÜKÇEKMECE,28.768332,40.987088
Hizmet Binasi,Bina,ISKI-Kucukcekmece,KÜÇÜKÇEKMECE,28.779952,41.002673
Hizmet Binasi,Bina,001-Kucukcekmece Evde Saglik,KÜÇÜKÇEKMECE,28.794014,41.034516
Hizmet Binasi,Bina,001-Kucukcekmece Istihdam Ofisi,KÜÇÜKÇEKMECE,28.790419,40.988251
Hizmet Binasi,Bina,ISADEM-Kucukcekmece,KÜÇÜKÇEKMECE,28.7941,41.034466
Hizmet Binasi,Bina,METRO-M4 Maltepe,MALTEPE,29.138642,40.935832
Hizmet Binasi,Bina,001-Maltepe Orhangazi Parki Kamusal Alan Sefligi,MALTEPE,29.117383,40.926061
Hizmet Binasi,Bina,ISKI-Pendik,PENDİK,29.270287,40.864451
Hizmet Binasi,Bina,ISADEM-Pendik,PENDİK,29.261954,40.876801
Hizmet Binasi,Bina,ISADEM-Sancaktepe,SANCAKTEPE,29.230252,41.005278
Hizmet Binasi,Bina,ISKI-Sancaktepe,SANCAKTEPE,29.223173,40.986875
Hizmet Binasi,Bina,001-Sancaktepe Istihdam Ofisi,SANCAKTEPE,29.233057,40.978484
Hizmet Binasi,Bina,067-Sancaktepe Ilhan Varank Hastanesi,SANCAKTEPE,29.196707,41.00534
Hizmet Binasi,Bina,001-Bogazici Imar Mudurlugu,SARIYER,29.026796,41.135102
Hizmet Binasi,Bina,032-Sariyer Gumusdere Hayvan Barinagi,SARIYER,28.958005,41.255753
Hizmet Binasi,Bina,032-Sariyer Kisirkaya Hayvan Barinagi,SARIYER,28.958005,41.255753
Hizmet Binasi,Bina,ISKI-Sultanbeyli,SULTANBEYLİ,29.256777,40.974431
Hizmet Binasi,Bina,ISADEM-Sultanbeyli,SULTANBEYLİ,29.261993,40.96927
Hizmet Binasi,Bina,ISKI-Sultangazi,SULTANGAZİ,28.845969,41.11527
Hizmet Binasi,Bina,001-Sultangazi Cebeci Hayvan Bakim Evi,SULTANGAZİ,28.846368,41.125639
Hizmet Binasi,Bina,001-Sultangazi Istihdam Ofisi,SULTANGAZİ,28.905201,41.094066
Hizmet Binasi,Bina,ISKI-Silivri,SİLİVRİ,28.257405,41.070766
Hizmet Binasi,Bina,ISKI-Silivri Kamp,SİLİVRİ,28.082627,41.042723
Hizmet Binasi,Bina,001-Silivri Istihdam Ofisi,SİLİVRİ,28.247335,41.07308
Hizmet Binasi,Bina,001-Tuzla Istihdam Ofisi,TUZLA,29.308777,40.829433
Hizmet Binasi,Bina,001-Tuzla Ozgem,TUZLA,29.312042,40.82053
Hizmet Binasi,Bina,001-Tuzla Tepeoren Hayvan Bakim Evi,TUZLA,29.406197,40.964717
Hizmet Binasi,Bina,METRO-T1 Zeytinburnu,ZEYTİNBURNU,28.891406,41.001609
Hizmet Binasi,Bina,001-Zeytinburnu Acil Yardim Can Kurtarma Mudurlugu,ZEYTİNBURNU,28.888189,41.000712
Hizmet Binasi,Bina,ISKI-Catalca,ÇATALCA,28.464945,41.140074
Hizmet Binasi,Bina,067-Catalca Ilyas Cokay Devlet Hastanesi,ÇATALCA,28.466635,41.13554
Hizmet Binasi,Bina,ISADEM-Umraniye,ÜMRANİYE,29.147403,41.005223
Hizmet Binasi,Bina,ISKI-Umraniye,ÜMRANİYE,29.116408,41.020559
Hizmet Binasi,Bina,METRO-M5 Dudullu,ÜMRANİYE,29.15253,41.034232
Hizmet Binasi,Bina,001-Umraniye Hekimbasi Kati Atik,ÜMRANİYE,29.106363,41.057915
Hizmet Binasi,Bina,061-Umraniye Hekimbasi Yol Bakim,ÜMRANİYE,29.106539,41.057411
Hizmet Binasi,Bina,ISKI-Uskudar,ÜSKÜDAR,29.043781,41.017626
Hizmet Binasi,Bina,059-Selimiye Karacaahmet Mezarliklar,ÜSKÜDAR,29.024399,41.013259
Hizmet Binasi,Bina,060-Selimiye Trafik,ÜSKÜDAR,29.020952,41.008899
Hizmet Binasi,Bina,001-Uskudar Camlica Trafik Mudurlugu,ÜSKÜDAR,29.07082,41.030456
Hizmet Binasi,Bina,001-Uskudar Istihdam Ofisi,ÜSKÜDAR,29.015413,41.020625
Hizmet Binasi,Bina,001-Uskudar Selimiye Sosyal Yardim,ÜSKÜDAR,29.021273,41.009421
Hizmet Binasi,Bina,ISKI-Sile,ŞİLE,29.613389,41.179058
Hizmet Binasi,Bina,001-Harbiye Acik Hava Sahnesi Mudurluk,ŞİŞLİ,28.989826,41.045749
Hizmet Binasi,Bina,001-Istanbul Vakfi,ŞİŞLİ,28.994799,41.065514
Hizmet Binasi,Bina,001-Sisli IBB Mahalli Idareler Koordinasyon Merkezi,ŞİŞLİ,28.994942,41.065278
Hizmet Binasi,Bina,001-Sisli Istihdam Ofisi,ŞİŞLİ,28.987711,41.067478
Hizmet Binasi,Bina,ISTGUVEN-Mecidiyekoy Arsiv,ŞİŞLİ,28.994544,41.061674
Hizmet Binasi,Engelliler,003-Kadikoy Engelliler Merkezi,KADIKÖY,29.096674,40.974797
Hizmet Binasi,Hal,ISYON-Gurpinar Balik Hali,BEYLİKDÜZÜ,28.601057,40.967978
Hizmet Binasi,Itfaiye,007-Buyukada Itfaiye,ADALAR,29.137836,40.871864
Hizmet Binasi,Itfaiye,007-Bayrampasa Itfaiye,BAYRAMPAŞA,28.912467,41.03225
Hizmet Binasi,Itfaiye,007-Beylikduzu Itfaiye,BEYLİKDÜZÜ,28.643542,40.998364
Hizmet Binasi,Itfaiye,007-Beyoglu Itfaiye,BEYOĞLU,28.990577,41.048439
Hizmet Binasi,Itfaiye,007-Yenikapi Itfaiye,FATİH,28.953326,40.999688
Hizmet Binasi,Itfaiye,007-Kartal Itfaiye,KARTAL,29.195674,40.891756
Hizmet Binasi,Itfaiye,007-Kagithane Itfaiye Komuta Merkezi,KAĞITHANE,28.964904,41.08623
Hizmet Binasi,Itfaiye,007-Maltepe Itfaiye,MALTEPE,29.145264,40.929618
Hizmet Binasi,Itfaiye,007-Pendik Itfaiye,PENDİK,29.236739,40.886529
Hizmet Binasi,Itfaiye,007-Sariyer Itfaiye,SARIYER,29.0389,41.16003
Hizmet Binasi,Itfaiye,007-Sultanbeyli Itfaiye,SULTANBEYLİ,29.266939,40.969352
Hizmet Binasi,Itfaiye,007-Sultangazi Itfaiye,SULTANGAZİ,28.883964,41.103778
Hizmet Binasi,Itfaiye,007-Silivri Itfaiye,SİLİVRİ,28.255462,41.076117
Hizmet Binasi,Itfaiye,007-Umraniye Itfaiye,ÜMRANİYE,29.127973,41.016167
Hizmet Binasi,Itfaiye,007-Cengelkoy Itfaiye,ÜSKÜDAR,29.07622,41.04509
Hizmet Binasi,Itfaiye,007-Sisli Itfaiye,ŞİŞLİ,28.966362,41.058087
Hizmet Binasi,PTM,PDM-Fatih,FATİH,28.95695,41.015825
Hizmet Binasi,Zabita,009-Gurpinar Sahil Zabita,BEYLİKDÜZÜ,28.59965,40.968121
Hizmet Binasi,Zabita,009-Kadikoy Iskele Meydani Zabita Karakolu,KADIKÖY,29.021249,40.991059
Hizmet Binasi,Zabita,009-Uskudar Sahil Zabita Karakolu,ÜSKÜDAR,29.015496,41.027875
Ismek,Ismek,ISMEK-Davutpasa,ESENLER,28.898298,41.019966
Ismek,Ismek,ISMEK-Sefakoy,KÜÇÜKÇEKMECE,28.794919,41.005026
Ismek,Ismek,ISMEK-Mecidiyekoy,ŞİŞLİ,28.997405,41.067238
Koyler,Koy,070-Arnavutkoy Baklali Koyu Meydan,ARNAVUTKÖY,28.653696,41.258716
