LOCATION_GROUP,LOCATION_TYPE,LOCATION_CODE,LOCATION,LONGITUDE,LATITUDE
Koyler,Koy,070-Arnavutkoy Balaban Koyu Meydan,ARNAVUTKÖY,28.612294,41.310704
Koyler,Koy,070-Arnavutkoy Boyalik Koyu Meydan,ARNAVUTKÖY,28.627572,41.262495
Koyler,Koy,070-Arnavutkoy Hacimasli Koyu Meydan,ARNAVUTKÖY,28.712386,41.155591
Koyler,Koy,070-Arnavutkoy Karaburun Koyu Meydan,ARNAVUTKÖY,28.683474,41.346637
Koyler,Koy,070-Arnavutkoy Tayakadin Koyu Meydan,ARNAVUTKÖY,28.690814,41.270369
Koyler,Koy,070-Arnavutkoy Yassioren Koyu Meydan,ARNAVUTKÖY,28.597785,41.235906
Koyler,Koy,070-Arnavutkoy Yenikoy Meydan,ARNAVUTKÖY,28.722738,41.316833
Koyler,Koy,070-Beykoz Alibahadir Koyu Meydan,BEYKOZ,29.203009,41.179667
Koyler,Koy,070-Beykoz Bozhane Koyu Meydan,BEYKOZ,29.271346,41.163928
Koyler,Koy,070-Beykoz Ishakli Koyu Meydan,BEYKOZ,29.302702,41.139651
Koyler,Koy,070-Beykoz Ogumce Koyu Meydan,BEYKOZ,29.267207,41.16536
Koyler,Koy,070-Beykoz Poyrazkoy Meydan,BEYKOZ,29.131822,41.207132
Koyler,Koy,070-Eyupsultan Akpinar Koyu Meydan,EYÜPSULTAN,28.809794,41.279355
Koyler,Koy,070-Eyupsultan Ciftalan Koyu Meydan,EYÜPSULTAN,28.909077,41.254134
Koyler,Koy,070-Eyupsultan Ihsaniye Koyu Meydan,EYÜPSULTAN,28.808566,41.240207
Koyler,Koy,070-Eyupsultan Isiklar Koyu Meydan,EYÜPSULTAN,28.826256,41.22721
Koyler,Koy,070-Eyupsultan Pirincci Koyu Meydan,EYÜPSULTAN,28.850713,41.164012
Koyler,Koy,070-Pendik Gocbeyli Koyu Meydan,PENDİK,29.458491,40.968994
Koyler,Koy,070-Pendik Kurna Koyu Meydan,PENDİK,29.33506,40.95537
Koyler,Koy,070-Sariyer Kisirkaya Koyu Meydan,SARIYER,28.97661,41.252013
Koyler,Koy,070-Silivri Akoren Koyu Meydan,SİLİVRİ,28.337544,41.198318
Koyler,Koy,070-Silivri Bekirli Koyu Meydan,SİLİVRİ,28.30014,41.226116
Koyler,Koy,070-Silivri Beyciler Koyu Meydan,SİLİVRİ,28.113496,41.234102
Koyler,Koy,070-Silivri Buyuk Sinekli Koyu Meydan,SİLİVRİ,28.189448,41.228679
Koyler,Koy,070-Silivri Buyukkilicli Koyu Meydan,SİLİVRİ,28.189703,41.164155
Koyler,Koy,070-Silivri Celtik Koyu Meydan,SİLİVRİ,28.117773,41.110483
Koyler,Koy,070-Silivri Fener Koyu Meydan,SİLİVRİ,28.237414,41.149287
Koyler,Koy,070-Silivri Sayalar Koyu Meydan,SİLİVRİ,28.1745,41.316604
Koyler,Koy,070-Silivri Seymen Koyu Meydan,SİLİVRİ,28.170389,41.156539
Koyler,Koy,070-Catalca Aydinlar Koyu Meydan,ÇATALCA,28.205578,41.374737
Koyler,Koy,070-Catalca Basak Koyu Meydan,ÇATALCA,28.445821,41.332011
Koyler,Koy,070-Catalca Canakca Koyu Meydan,ÇATALCA,28.495407,41.246236
Koyler,Koy,070-Catalca Celep Koyu Meydan,ÇATALCA,28.500052,41.364495
Koyler,Koy,070-Catalca Dagyenice Koyu Meydan,ÇATALCA,28.48331,41.271517
Koyler,Koy,070-Catalca Elbasan Koyu Meydan,ÇATALCA,28.415153,41.138722
Koyler,Koy,070-Catalca Gokceali Koyu Meydan,ÇATALCA,28.445527,41.200913
Koyler,Koy,070-Catalca Gumuspinar Koyu Meydan,ÇATALCA,28.285581,41.314509
Koyler,Koy,070-Catalca Hisarbeyli Koyu Meydan,ÇATALCA,28.474022,41.368506
Koyler,Koy,070-Catalca Ihsaniye Koyu Meydan,ÇATALCA,28.35884,41.254568
Koyler,Koy,070-Catalca Kabakca Koyu Meydan,ÇATALCA,28.369856,41.22845
Koyler,Koy,070-Catalca Kestanelik Koyu Meydan,ÇATALCA,28.494762,41.234558
Koyler,Koy,070-Catalca Orcunlu Koyu Meydan,ÇATALCA,28.524181,41.223726
Koyler,Koy,070-Catalca Orencik Koyu Meydan,ÇATALCA,28.482496,41.329341
Koyler,Koy,070-Catalca Ormanli Koyu Meydan,ÇATALCA,28.453073,41.392387
Koyler,Koy,070-Catalca Subasi Koyu Meydan,ÇATALCA,28.455023,41.222261
Koyler,Koy,070-Catalca Yali Koyu Meydan,ÇATALCA,28.295847,41.477258
Koyler,Koy,070-Catalca Yazlik Koyu Meydan,ÇATALCA,28.51748,41.294548
Koyler,Koy,070-Cekmekoy Huseyinli Koyu Meydan,ÇEKMEKÖY,29.292745,41.119306
Koyler,Koy,070-Cekmekoy Kocullu Koyu Meydan,ÇEKMEKÖY,29.348437,41.077529
Koyler,Koy,070-Sile Ahmetli Koyu Meydan,ŞİLE,29.579219,41.148671
Koyler,Koy,070-Sile Akcakese Koyu Meydan,ŞİLE,29.718188,41.142847
Koyler,Koy,070-Sile Alacali Koyu Meydan,ŞİLE,29.456303,41.183378
Koyler,Koy,070-Sile Bickidere Koyu Meydan,ŞİLE,29.475816,41.069516
Koyler,Koy,070-Sile Bozgoca Koyu Meydan,ŞİLE,29.77617,41.14148
Koyler,Koy,070-Sile Catakli Koyu Meydan,ŞİLE,29.798666,41.075095
Koyler,Koy,070-Sile Cayirbasi Koyu Meydan,ŞİLE,29.648459,41.149635
Koyler,Koy,070-Sile Cengilli Koyu Meydan,ŞİLE,29.672895,41.004731
Koyler,Koy,070-Sile Darlik Koyu Meydan,ŞİLE,29.575315,41.043354
Koyler,Koy,070-Sile Degirmencayiri Koyu Meydan,ŞİLE,29.663771,40.978309
Koyler,Koy,070-Sile Dogancili Koyu Meydan,ŞİLE,29.439728,41.191081
Koyler,Koy,070-Sile Erenler Koyu Meydan,ŞİLE,29.564629,41.120763
Koyler,Koy,070-Sile Esenceli Koyu Meydan,ŞİLE,29.392389,41.053526
Koyler,Koy,070-Sile Goce Koyu Meydan,ŞİLE,29.853596,41.107739
Koyler,Koy,070-Sile Gokmasli Koyu Meydan,ŞİLE,29.804441,41.097727
Koyler,Koy,070-Sile Hacilli Koyu Meydan,ŞİLE,29.769846,41.046526
Koyler,Koy,070-Sile Hasanli Koyu Meydan,ŞİLE,29.666276,41.016866
Koyler,Koy,070-Sile Isakoyu Meydan,ŞİLE,29.824386,41.107141
Koyler,Koy,070-Sile Kabakoz Koyu Meydan,ŞİLE,29.688594,41.143287
Koyler,Koy,070-Sile Kadikoy Meydan,ŞİLE,29.905833,41.111408
Koyler,Koy,070-Sile Karabeyli Koyu Meydan,ŞİLE,29.734973,41.10611
Koyler,Koy,070-Sile Karacakoy Meydan,ŞİLE,29.769514,41.1508
Koyler,Koy,070-Sile Kervansaray Koyu Meydan,ŞİLE,29.455337,41.072875
Koyler,Koy,070-Sile Kizilca Koyu Meydan,ŞİLE,29.544324,41.15681
Koyler,Koy,070-Sile Korucu Koyu Meydan,ŞİLE,29.567914,41.123402
Koyler,Koy,070-Sile Kurfalli Koyu Meydan,ŞİLE,29.825808,41.133994
Koyler,Koy,070-Sile Mesrutiyet Koyu Meydan,ŞİLE,29.562186,41.158793
Koyler,Koy,070-Sile Orucoglu Koyu Meydan,ŞİLE,29.392389,41.053526
Koyler,Koy,070-Sile Osman Koyu Meydan,ŞİLE,29.732117,41.082239
Koyler,Koy,070-Sile Sahil Koyu Meydan,ŞİLE,29.413282,41.202681
Koyler,Koy,070-Sile Sofular Koyu Meydan,ŞİLE,29.491901,41.172388
Koyler,Koy,070-Sile Teke Koyu Meydan,ŞİLE,29.664824,41.069104
Koyler,Koy,070-Sile Uvezli Koyu Meydan,ŞİLE,29.392389,41.053526
Koyler,Koy,070-Sile Yaka Koyu Meydan,ŞİLE,29.653617,40.992279
Kultur Merkezi,KulturMerkezi,012-Ebubekir Kultur Merkezi,BAĞCILAR,28.869792,41.033293
Kultur Merkezi,KulturMerkezi,Avrasya Gosteri Merkezi-YK,FATİH,28.943655,40.998944
Kultur Merkezi,KulturMerkezi,012-Ahmed Yesevi Kultur Merkezi,SULTANGAZİ,28.876702,41.097747
Kultur Merkezi,KulturMerkezi,012-Topkapi Panaroma 1453,ZEYTİNBURNU,28.920425,41.018165
Kultur Merkezi,KulturMerkezi,013-Musahipzade Celal Sahnesi,ÜSKÜDAR,29.012987,41.019524
Kutuphane,Kutuphane,014-Taksim Ataturk Kutuphanesi,BEYOĞLU,28.989542,41.039082
Kutuphane,Kutuphane,014-Muallim Cevdet Kutuphanesi,KARTAL,29.195645,40.886508
Kutuphane,Kutuphane,014-IBB Sariyer Kutuphanesi,SARIYER,29.039832,41.147229
Kutuphane,Kutuphane,014-Prof.Dr. Ilhan Varank Kutuphanesi,SULTANBEYLİ,29.266941,40.969123
Kutuphane,Kutuphane,014-Idris Gulluce Kutuphanesi,TUZLA,29.303059,40.850079
Kutuphane,Kutuphane,014-Ahmet Suheyl Unver Kutuphanesi,ÜMRANİYE,29.104938,41.025222
Kutuphane,Kutuphane,014-Nail Nimet Bayraktar Kutuphanesi,ÜMRANİYE,29.105516,41.017006
Otobus Duragi,Durak,038-Avcilar Cihangir Otobus Duragi,AVCILAR,28.714128,40.991049
Otobus Duragi,Durak,038-Avcilar Otobus Duragi,AVCILAR,28.724431,40.984091
Otobus Duragi,Durak,038-Avcilar Parseller Otobus Duragi,AVCILAR,28.705535,40.995034
Otobus Duragi,Durak,038-Avcilar Sukrubey Otobus Duragi,AVCILAR,28.731161,40.980151
Otobus Duragi,Durak,038-Bahcelievler Otobus Duragi,BAHÇELİEVLER,28.863886,40.995459
Otobus Duragi,Durak,038-Yenibosna Otobus Duragi,BAHÇELİEVLER,28.835378,40.992755
Otobus Duragi,Durak,038-Basaksehir Sahintepe Turker Sokak Otobus Duragi,BAŞAKŞEHİR,28.72489,41.072225
Otobus Duragi,Durak,038-Haramidere Otobus Duragi,BEYLİKDÜZÜ,28.673503,41.006149
Otobus Duragi,Durak,038-Eyupsultan Otakcilar Otobus Duragi,EYÜPSULTAN,28.936279,41.037368
Otobus Duragi,Durak,038-Uzuncayir Metrobus Duragi Girisi,KADIKÖY,29.055545,40.998452
Otobus Duragi,Durak,038-Okmeydani Dereyolu Otobus Duragi,KAĞITHANE,28.969469,41.063977
Otobus Duragi,Durak,038-Kucukcekmece Cennet Otobus Duragi,KÜÇÜKÇEKMECE,28.786787,40.985936
Otobus Duragi,Durak,038-Kucukcekmece E5 Otobus Duragi,KÜÇÜKÇEKMECE,28.768974,40.986696
Otobus Duragi,Durak,038-Haciosman Metro Otobus Duragi,SARIYER,29.029919,41.140339
Otobus Duragi,Durak,038-Sariyer Beyaz Park Otobus Duragi,SARIYER,29.050237,41.163626
Otobus Duragi,Durak,038-Cevizlibag Otobus Duragi,ZEYTİNBURNU,28.91099,41.016008
Otobus Duragi,Durak,038-Altunizade Metrobus Duragi,ÜSKÜDAR,29.047689,41.022344
Otobus Duragi,Durak,038-Baglarbasi TKM Diregi,ÜSKÜDAR,29.035358,41.021241
Otobus Duragi,Durak,038-Buyukdere Caddesi Fabrikalar Otobus Duragi,ŞİŞLİ,29.011473,41.080041
Sosyal Tesis,Sosyal,024-Avcilar Sosyal Tesisleri,AVCILAR,28.743816,40.976437
Sosyal Tesis,Sosyal,024-Beykoz Koru Sosyal Tesisleri,BEYKOZ,29.094437,41.131533
Sosyal Tesis,Sosyal,024-Beykoz Sosyal Tesisleri,BEYKOZ,29.086179,41.113168
Sosyal Tesis,Sosyal,024-Arnavutkoy Sosyal Tesisleri,BEŞİKTAŞ,29.044642,41.067514
Sosyal Tesis,Sosyal,024-Kucukcekmece Selcuklu Sosyal Tesisleri,KÜÇÜKÇEKMECE,28.796872,41.044715
Sosyal Tesis,Sosyal,024-Gozdagi Sosyal Tesisleri,PENDİK,29.253643,40.890612
Sosyal Tesis,Sosyal,024-Umraniye Tantavi Sosyal Tesisleri,ÜMRANİYE,29.083366,41.027001
Spor Tesisi,Spor,025-Florya Spor Tesisi,BAKIRKÖY,28.791041,40.975577
Spor Tesisi,Spor,025-Senlikkoy IBB Stadi,BAKIRKÖY,28.791746,40.980753
Spor Tesisi,Spor,025-Beyoglu Spor Kompleksi,BEYOĞLU,28.96927,41.02979
Spor Tesisi,Spor,025-Tevfik Aydeniz Spor Tesisi,EYÜPSULTAN,28.938345,41.081489
Spor Tesisi,Spor,025-Sefakoy Yuzme Havuzu,KÜÇÜKÇEKMECE,28.792729,40.997662
Spor Tesisi,Spor,025-Kurtkoy Spor Salonu,PENDİK,29.320377,40.93096
Spor Tesisi,Spor,025-Sultangazi 75. Yil Yuzme Havuzu,SULTANGAZİ,28.902155,41.095541
Spor Tesisi,Spor,025-Tuzla Kafkale Spor Tesisleri,TUZLA,29.299235,40.833193
Spor Tesisi,Spor,025-Silivrikapi Buz Pisti,ZEYTİNBURNU,28.922089,41.003475
Spor Tesisi,Spor,025-Cekmekoy Spor Kompleksi,ÇEKMEKÖY,29.185173,41.023395
Tramvay Istasyonu,Istasyon,METRO T4-SAGMALCILAR,BAYRAMPAŞA,28.907544,41.056851
Tramvay Istasyonu,Istasyon,METRO T4-DEMIRKAPI,EYÜPSULTAN,28.923421,41.03697
Tramvay Istasyonu,Istasyon,METRO T5-ALIBEYKOY CEP OTOGARI,EYÜPSULTAN,28.943522,41.086875
Tramvay Istasyonu,Istasyon,METRO T5-ALIBEYKOY MERKEZ,EYÜPSULTAN,28.945738,41.07354
Tramvay Istasyonu,Istasyon,METRO T5-ALIBEYKOY METRO ISTASYONU,EYÜPSULTAN,28.949455,41.078172
Tramvay Istasyonu,Istasyon,METRO T5-AYVANSARAY,EYÜPSULTAN,28.943774,41.039619
Tramvay Istasyonu,Istasyon,METRO T5-EYUPSULTAN DEVLET HASTANESI,EYÜPSULTAN,28.941247,41.05676
Tramvay Istasyonu,Istasyon,METRO T5-EYUPSULTAN-TELEFERIK,EYÜPSULTAN,28.935165,41.05043
Tramvay Istasyonu,Istasyon,METRO T5-FESHANE,EYÜPSULTAN,28.937944,41.045545
Tramvay Istasyonu,Istasyon,METRO T5-SILAHTARAGA MAHALLESI,EYÜPSULTAN,28.942889,41.064783
Tramvay Istasyonu,Istasyon,METRO T1-GULHANE,FATİH,28.97821,41.011816
Tramvay Istasyonu,Istasyon,METRO T1-EMINONU,FATİH,28.973529,41.017514
Tramvay Istasyonu,Istasyon,METRO T5-BALAT,FATİH,28.948032,41.034085
Tramvay Istasyonu,Istasyon,METRO T5-CIBALI,FATİH,28.960271,41.024225
Tramvay Istasyonu,Istasyon,METRO T5-FENER,FATİH,28.951463,41.030498
Tramvay Istasyonu,Istasyon,METRO T5-UNIVERSITE,FATİH,28.943408,41.068193
Tramvay Istasyonu,Istasyon,METRO T4-BOSNA CUKURCESME,GAZİOSMANPAŞA,28.902185,41.061599
Tramvay Istasyonu,Istasyon,METRO T1-GUNESTEPE,GÜNGÖREN,28.86084,41.029178
Tramvay Istasyonu,Istasyon,METRO T1-SOGANLI,GÜNGÖREN,28.867294,41.020766
Tramvay Istasyonu,Istasyon,METRO T1-MEHMETAKIF,GÜNGÖREN,28.881607,41.006026
Tramvay Istasyonu,Istasyon,METRO T4-50.YIL BASTABYA,SULTANGAZİ,28.86757,41.087449
Tramvay Istasyonu,Istasyon,METRO T4-CEBECI,SULTANGAZİ,28.858182,41.111189
Tramvay Istasyonu,Istasyon,METRO T4-CUMHURIYET,SULTANGAZİ,28.872379,41.083731
Tramvay Istasyonu,Istasyon,METRO T4-HACISUKRU,SULTANGAZİ,28.864164,41.09205
Tramvay Istasyonu,Istasyon,METRO T4-KIPTAS VENEZIA,SULTANGAZİ,28.874678,41.081277
Tramvay Istasyonu,Istasyon,METRO T4-MESCIDI SELAM,SULTANGAZİ,28.851666,41.11588
Tramvay Istasyonu,Istasyon,METRO T4-SULTANCIFTLIGI,SULTANGAZİ,28.860871,41.105707
Tramvay Istasyonu,Istasyon,METRO T4-YENIMAHALLE,SULTANGAZİ,28.862944,41.100253
Tramvay Istasyonu,Istasyon,METRO T1-AKSEMSETTIN,ZEYTİNBURNU,28.90742,41.004159
Tramvay Istasyonu,Istasyon,METRO T1-MERKEZEFENDI,ZEYTİNBURNU,28.909518,41.010555
Tramvay Istasyonu,Istasyon,METRO T1-ZEYTINBURNU,ZEYTİNBURNU,28.890222,41.001486
Tramvay Istasyonu,Istasyon,METRO T4-FETIHKAPI,ZEYTİNBURNU,28.86757,41.087449
Tramvay Istasyonu,Istasyon,METRO T4-TOPKAPI,ZEYTİNBURNU,28.929229,41.025586
Turistik Mekan,Turistik,028-Miniaturk,BEYOĞLU,28.948654,41.059908
Turistik Mekan,Turistik,028-Sultanahmet Camii,FATİH,28.976958,41.005342
Turistik Mekan,Turistik,056-Emirgan Korusu Pembe Kosk,SARIYER,29.056974,41.109713
Yesil Alan,Park,031-Bagcilar Trafik Egitim Parki,BAĞCILAR,28.822116,41.050023
Yesil Alan,Park,031-Sarachane 50.Yil Parki,FATİH,28.956406,41.014892
Yesil Alan,Park,031-Kucukcekmece Ataturk Parki,KÜÇÜKÇEKMECE,28.79775,40.999036
Yesil Alan,Park,031-Kucukyali Sahil Parki,MALTEPE,29.105641,40.94411
Yesil Alan,Park,031-Sancaktepe Kent Parki,SANCAKTEPE,29.229558,40.992531
Yesil Alan,Park,031-Sultanbeyli Golet Semt Parki,SULTANBEYLİ,29.276859,40.952531
Yesil Alan,Park,031-Zeytinburnu Cirpici Sehir Parki,ZEYTİNBURNU,28.888716,41.000016
Yesil Alan,ParkBahceler,032-Florya Park ve Bahceler,BAKIRKÖY,28.78906,40.976924
Yesil Alan,ParkBahceler,032-Beylikduzu Park ve Bahceler,BEYLİKDÜZÜ,28.645368,40.996157
Yesil Alan,ParkBahceler,032-Eyupsultan Halic Park ve Bahceler,EYÜPSULTAN,28.945631,41.057856
Yesil Alan,ParkBahceler,032-Gaziosmanpasa Park ve Bahceler,GAZİOSMANPAŞA,28.876895,41.1035
Yesil Alan,ParkBahceler,032-Kartal Park ve Bahceler,KARTAL,29.201281,40.884943
Yesil Alan,ParkBahceler,032-Kucukcekmece Park ve Bahceler,KÜÇÜKÇEKMECE,28.773737,41.007192
Yesil Alan,ParkBahceler,032-Gozdagi Park ve Bahceler,PENDİK,29.252053,40.892396
Yesil Alan,ParkBahceler,032-Sariyer Park ve Bahceler,SARIYER,29.030854,41.138958
Yesil Alan,ParkBahceler,032-Emirgan Korusu Park ve Bahceler,SARIYER,29.052015,41.106615
Yesil Alan,ParkBahceler,032-Sultanbeyli Park ve Bahceler,SULTANBEYLİ,29.275647,40.953196
Yesil Alan,ParkBahceler,032-Kazlicesme Bitki Sagligi Sefligi,ZEYTİNBURNU,28.920379,40.990971
Yesil Alan,ParkBahceler,032-Uskudar Park ve Bahceler,ÜSKÜDAR,29.02601,41.032315
Yesil Alan,ParkBahceler,032-Uskudar Park ve Bahceler Dogancilar Parki,ÜSKÜDAR,29.013934,41.018927
Diger,AnadoluMeydan,018-Beykoz Meydan,BEYKOZ,29.09185,41.134104
Diger,AnadoluMeydan,018-Kadikoy Meydan,KADIKÖY,29.023992,40.99213
Diger,AnadoluMeydan,018-Maltepe Meydan,MALTEPE,29.131164,40.924939
Diger,AnadoluMeydan,018-Umraniye Cakmak Koprusu,ÜMRANİYE,29.121328,41.020929
Diger,AnadoluMeydan,018-Umraniye Meydan,ÜMRANİYE,29.096935,41.025962
Diger,AnadoluMeydan,018-15 Temmuz Sehitler Aniti,ÜSKÜDAR,29.042553,41.036865
Diger,AnadoluMeydan,018-Akasya AVM Iletisim Noktasi,ÜSKÜDAR,29.054421,41.000736
Diger,AvrupaMeydan,018-Avcilar Meydan,AVCILAR,28.722295,40.983197
Diger,AvrupaMeydan,018-Sirinevler Meydan,BAHÇELİEVLER,28.845483,40.99203
Diger,AvrupaMeydan,018-Atakoy Ugur Mumcu Bulvari,BAKIRKÖY,28.848893,40.985851
Diger,AvrupaMeydan,018-Beylikduzu Meydan,BEYLİKDÜZÜ,28.650483,41.01171
Diger,AvrupaMeydan,018-Ortakoy Meydan,BEŞİKTAŞ,29.025741,41.047446
Diger,AvrupaMeydan,018-Esenler Meydan,ESENLER,28.881976,41.038348
Diger,AvrupaMeydan,018-Sultanahmet Meydan,FATİH,28.977784,41.00683
Diger,AvrupaMeydan,018-Yenikapi Etkinlik Alani,FATİH,28.951178,41.00012
Diger,AvrupaMeydan,018-Gungoren Kuyulu Camii,GÜNGÖREN,28.867085,41.013874
Diger,AvrupaMeydan,018-Caglayan Meydan,KAĞITHANE,28.978885,41.069605
Diger,AvrupaMeydan,018-Sariyer Meydan,SARIYER,29.057516,41.167183
Diger,AvrupaMeydan,018-Sultangazi Meydan,SULTANGAZİ,28.862245,41.104596
Diger,AvrupaMeydan,018-Topkapi Ulubatli Meydan,ZEYTİNBURNU,28.929394,41.024776
Diger,AvrupaMeydan,018-Zeytinburnu 58. Bulvar,ZEYTİNBURNU,28.9037,40.990178
Diger,AvrupaMeydan,018-Zeytinburnu Meydan,ZEYTİNBURNU,28.903993,40.994532
Diger,AvrupaMeydan,018-Catalca Meydan,ÇATALCA,28.460998,41.144021
Diger,AvrupaMeydan,018-Sisli Camii Onu,ŞİŞLİ,28.987285,41.060332
Diger,Arge,066-Deneyap Esenyurt Kultur Merkezi,ESENYURT,28.683162,41.028442
Diger,Arge,066-Deneyap Alemdag Atolyesi,ÜMRANİYE,29.237803,41.053157
Diger,Arge,066-Deneyap Haldun Alagas Spor Salonu,ÜMRANİYE,29.10493,41.025024
Diger,Cadde,017-Atasehir 3001 Caddesi,ATAŞEHİR,29.093149,41.003777
Diger,Cadde,017-Avcilar Marmara Caddesi,AVCILAR,28.721812,40.980073
Diger,Cadde,017-Beyoglu Istiklal Caddesi,BEYOĞLU,28.977381,41.033458
Diger,Cadde,017-Beyoglu Gumussuyu Caddesi,BEYOĞLU,28.990125,41.036614
Diger,Cadde,017-Alibeykoy Sevinc Caddesi,EYÜPSULTAN,28.947635,41.074752
Diger,Cadde,017-Beyazit Divan Yolu Caddesi,FATİH,28.966282,41.009331
Diger,Cadde,017-Beyazit Ordu Caddesi,FATİH,28.965208,41.009485
Diger,Cadde,017-Beyazit Yeniceriler Caddesi,FATİH,28.966779,41.009197
Diger,Cadde,017-Cemberlitas Nuru Osmaniye Caddesi,FATİH,28.97256,41.010197
Diger,Cadde,017-Eyupsultan Fahri Koruturk Caddesi,FATİH,28.932298,41.048105
Diger,Cadde,017-Eyupsultan Yavedud Caddesi,FATİH,28.938361,41.041633
Diger,Cadde,017-Fatih Turgut Ozal Millet Caddesi,FATİH,28.938473,41.012684
Diger,Cadde,017-Gaziosmanpasa Ordu Caddesi,GAZİOSMANPAŞA,28.919846,41.058001
Diger,Cadde,017-Besyuzevler Yuruyus Yolu,GAZİOSMANPAŞA,28.897455,41.068858
Diger,Cadde,017-Maltepe Gulsuyu Fevzi Cakmak Caddesi,MALTEPE,29.15759,40.927778
Diger,Cadde,017-Sariyer Haydar Aliyev Caddesi,SARIYER,29.055617,41.143438
Diger,Cadde,017-Silivri Mustafa Oguzhan Sokak,SİLİVRİ,28.241423,41.075487
Diger,Cadde,017-Silivri Baskomutan Caddesi,SİLİVRİ,28.250169,41.073241
Diger,Cadde,017-Zeytinburnu 10.Yil Caddesi Belgradkapi,ZEYTİNBURNU,28.919932,40.999855
Diger,Cadde,017-Zeytinburnu 10.Yil Caddesi Silivrikapi,ZEYTİNBURNU,28.921261,41.006122
Diger,Cadde,017-Cekmekoy Sultan Murat Caddesi,ÇEKMEKÖY,29.229406,41.029472
Diger,Cadde,017-Uskudar Ahmediye Dr. Fahri Atabey Caddesi,ÜSKÜDAR,29.016395,41.021765
Diger,Cadde,017-Uskudar Baglarbasi Nuhkuyusu Caddesi,ÜSKÜDAR,29.030035,41.016746
Diger,Cadde,017-Uskudar Cengelkoy Caddesi,ÜSKÜDAR,29.053364,41.050219
Diger,Cadde,017-Uskudar Cengelkoy Yaliboyu Caddesi,ÜSKÜDAR,29.051149,41.046827
Diger,Cadde,017-Uskudar Pasalimani Caddesi,ÜSKÜDAR,29.024607,41.033083
Diger,Cadde,017-Sisli Abide-i Hurriyet Caddesi,ŞİŞLİ,28.986104,41.066846
Diger,Garaj,IETT Garaj-Avcilar-In,AVCILAR,28.434854,40.591879
Diger,Garaj,IETT Garaj-Avcilar-Out,AVCILAR,28.434854,40.591879
Diger,Garaj,IETT Garaj-Sahinkaya-In,BEYKOZ,29.054419,41.082985
Diger,Garaj,IETT Garaj-Sahinkaya-Out,BEYKOZ,29.054419,41.082985
Diger,Garaj,IETT Garaj-Topkapi-In,FATİH,28.554767,41.011339
Diger,Garaj,IETT Garaj-Topkapi-Out,FATİH,28.554767,41.011339
Diger,Garaj,IETT Garaj-Yunus-In,KARTAL,29.122541,40.532324
Diger,Garaj,IETT Garaj-Yunus-Out,KARTAL,29.122541,40.532324
Diger,Garaj,IETT Garaj-Kagithane-In,KAĞITHANE,28.573054,41.03566
Diger,Garaj,IETT Garaj Kurtkoy_in,PENDİK,29.190328,40.554664
Diger,Garaj,IETT Garaj-Kurtkoy-Out,PENDİK,29.190328,40.554664
Diger,Garaj,IETT Garaj-Sarigazi-In,SANCAKTEPE,29.120494,41.002293
Diger,Garaj,IETT Garaj-Sarigazi-Out,SANCAKTEPE,29.120494,41.002293
Diger,Peron,IETT_Peron_Kadikoy_Indoor,KADIKÖY,29.012772,40.593731
Diger,TanitimOfisi,001-IBB Sutluce Tanitim Merkezi,BEYOĞLU,28.949065,41.05777

